node,closeness,dist_to_best,dist_to_worst,rank
0,0.9612478330102446,0.005814430576606582,0.1442270000908372,1
33,0.7761722319494285,0.03505135921507372,0.12154833134322311,2
32,0.5169884540507086,0.07929636419723092,0.08487437843250278,3
2,0.4949774163532228,0.0821982777302824,0.08056331034906081,4
31,0.3766288629440153,0.09420301393690926,0.05691565091145847,5
1,0.3756219808132807,0.10660870433793435,0.06413514163665172,6
13,0.3357797272062203,0.11518159411988936,0.05822713614277421,7
8,0.3282304076746359,0.11309474360021085,0.05525872891813838,8
3,0.3031711166912991,0.12239431555618374,0.05325040653832516,9
30,0.27854494925683443,0.12637407122920957,0.04879147941602129,10
7,0.27326938848977106,0.12925921331662024,0.0486047864507831,11
23,0.2563567624844254,0.12326762873952235,0.042494153955288584,12
27,0.2215883503056898,0.12591873433092096,0.035844947366764926,13
19,0.22062896459815726,0.12676542010632372,0.035885505252948355,14
5,0.2187205481546248,0.12474297503298698,0.034922013900672,15
6,0.2159808570587449,0.1250972550997755,0.03446167432951367,16
29,0.20900352603644615,0.13047486349001564,0.03447513032756417,17
28,0.19910873938803572,0.13377263432484568,0.03325707483021423,18
25,0.19386388147419276,0.13288969637213816,0.03195801770269509,19
10,0.18777275139368582,0.1344647024992951,0.031085890305884257,20
4,0.18763869645926767,0.13449640500957244,0.031065893961785076,21
24,0.18336196510552402,0.13532182659891798,0.030384178775181382,22
9,0.1214653123110429,0.13919907141589608,0.01924552202647366,23
15,0.11529784937885396,0.1384372956856855,0.018041690590643995,24
22,0.1131569902457139,0.13904855380376704,0.017741940426201176,25
14,0.11314811889596303,0.13905201677542378,0.017740813840573445,26
20,0.11248754269536924,0.1393679358923198,0.017664153905697533,27
18,0.11211357360872283,0.13968233388111664,0.017637712612713755,28
21,0.11050823967769442,0.13951729196958104,0.017333280675439555,29
17,0.1101121119030298,0.13983152394620357,0.017302341809890716,30
12,0.10800083908180833,0.13970215913320252,0.01691475852106766,31
26,0.1071057048414075,0.13926754848059167,0.016705615684216323,32
16,0.0975847645078248,0.1408504493435916,0.015231190021430965,33
11,0.03911217345005834,0.14575116127202434,0.005932684901095012,34
